text	label
toda estoy pero el dia no aguante mas dire hasta	anger
no quiero cumplir 26 y menos sola      	sadness
e tan bonito cuando alguien te una cancion    	joy
5 despues doy cuenta tome una decision tan    	joy
veo mi celular y quiero morir e horrible tenerlo asi	sadness
unas ganas unos buenos mate          	joy
tengo unas ganas verme el maraton harry potter pero tambien	sadness
y mi mama lo nada lo todos los domingo 	joy
ay nooo mi novio ya se con fortnite  send	sadness
el mejor                	joy
como pasa el tiempo            	sadness
alguien dijo te amas lo suficiente cuando estar solo contigo	joy
pedi 20 alitas y no pude acabar siento acabo como	sadness
no se ni como siento          	sadness
el real madrid da poca sensacion miedo en ataque  	sadness
alto dia y estoy re solo nadie hace para nada	sadness
esta crisis existencial e mas han dado en mi perros	sadness
eso e lo yo digo los hombre salen beber y	anger
como jode el pelo para jugar al futbol    	sadness
correcta como dio coraje pues          	anger
ya se acabaron              	sadness
alguien explique porque soy tan lo duele nariz ahora  	sadness
ya vi por no vamos poder ser      	joy
vi the y quede pero mal lo hiciste nuevo  	sadness
van venir tiempos mejores tengo fe dios va ayudar  	joy
todo saldra bien al final mi sol      	sadness
quiero ir lima              	sadness
lindo viernes                	joy
pase rapido hora ya quiero verlo nuevo      	sadness
merda pais                	sadness
"qp can un super consejo y contestan "" si gracias"	joy
algunas persona en domingo salen otras persona solo salimos comprar	sadness
siempre hay una primera vez para todo acabo con  	joy
hace mucho no hago con nadie        	sadness
los detesto ambo              	joy
pues sigo preocupada              	sadness
no se como voy hacer para poder trabajar en los	anger
ojala te hubiera conocido mucho ante en otra en otras	joy
el weon                	sadness
al cine vo              	sadness
yo tambien quiero estar en mi cole      	sadness
verdad pense lo nuestro podria pero ya veo no  	sadness
siempre pierdo todo por estupida          	sadness
no puedo estar asi lo un abrazo mama    	sadness
el frio hace lpm            	anger
q manera comerme cabeza alpedo          	sadness
lo hiciste                	sadness
algo ver en netflix bebes muchas gracias      	joy
choca mitad mi familia sea otra por ellos no invitan	sadness
cosa no e trabajar turno tarde lpm      	anger
no                  	sadness
ah todavia no levante y ya esta esa depre no	sadness
hace falta ponerme asi idiota          	anger
aca yendo con este hermoso dia entre cuatro hasta nueve	sadness
quiero un perro              	sadness
los domingo son para descansar          	joy
pasa river con filum vamos pongan rapido      	anger
quiero alguien hable              	sadness
tengo levantarme en 3 horas          	joy
el otro dia misma en los taco y regalaron una	joy
yo tengo un cargador te lo puedo      	joy
q dor no              	anger
so no                	sadness
el amor mi vida tiene vivir en medio    	joy
triste todo esto pobre familia hoy estamos y manana quien	sadness
voy poner bien guapa no mas pa den ganas ir	joy
senor no hora              	anger
buen miercoles lpm              	joy
como bello no responde pijama y estudiar recien llegando casa	joy
y amigo                	joy
pobre                  	sadness
quien le puedo comprar            	anger
eres mi pesadilla              	anger
otra vez con guardia ala noche otra vez dormir sola	anger
cansada estoy ser yo toda relacion siempre      	sadness
un poco mas viento no          	anger
los mejores momentos vida no se en fotos quedan en	joy
pero esta no sana            	sadness
ojala no llueva mas            	sadness
lo y paso              	joy
todos                  	joy
estoy bien enojada alv            	joy
despues un largo y bonito rato creo e momento volver	joy
casi toda mi relaciones han empezado en los ultimos del	joy
ahora no puedo              	anger
y el malo termina siendo uno como siempre chimba  	anger
estoy mal humor bajon todo          	sadness
si supieran haces bien seria todo mas sencillo    	sadness
con taco esta hora ya estoy viendo      	sadness
ojala esos 2 hdp            	anger
extrano ser super cursi            	sadness
te hacer mil cosas al pedo        	anger
genial ya pasa              	joy
en algun momento encuentro e tan bonita amp alta se	sadness
otro sabado y no mando para comer ese lomito  	anger
si acepto                	joy
empezamos mal mal mal y ahora        	anger
solo necesito 1 kg helado y seguir durmiendo    	sadness
no gusta estar en mi dias lloro sangre por donde	sadness
voy manejando con todo el animo no dormirme    	sadness
dime algo no sepa            	joy
el problema no e en una semana regrese clases el	sadness
malo e ir caminando frente un espejo y ver alguien	sadness
si hay algo caga mas no dejen dormir e no	anger
alguien quiere tomar clases conmigo          	joy
quien te hizo tanto dano para cuando te f bien	joy
dios mio este antojo            	sadness
sus mensajes siempre seran motivo alegria        	joy
deberiamos dejar lado en el deporte y empezar el respeto	anger
ganas ir al luna hoy pero ya e tarde  	sadness
dolor cabeza                	anger
gusto mi horario              	joy
el lunes empiezo el para el curso mas feliz imposible	joy
ademas tengo el sueno re cambiado y el lunes lo	joy
no puedo sacar imagen este pibe cabeza      	sadness
tres menos y los pantalones          	anger
salio                  	joy
nooo al chile estoy bien agustin sin      	sadness
5 h mas y salgo franco        	joy
si no son mi amigas detesto se dormir en mi	anger
mi fav gustan muchos tus tweet ojala hablar pareces muy	joy
alguien ver el partido del america        	sadness
cuidado con los con piel          	sadness
vamos curso                	joy
novias mi re              	anger
abrir tienda manana y yo despierto viendo jugar un juego	joy
extrano tanto secundaria  era tan feliz      	sadness
acabo comprar una camisa los super lastima no habia  	sadness
5 el final              	anger
al barca                	anger
para dicen le para despues se vuelva persona no querian	sadness
tan bonita y tanto            	sadness
re bajo lpm              	sadness
en lugaresquehablan hay mucha en y ma seguro hay y	joy
estoy tan cansada lo unico quiero e morirme    	sadness
en estos momentos te necesito un 100 y lo unico	joy
empece ver tus zapatos creyendo era risa      	sadness
tengo un monton cosas hacer y solo estoy haciendo bien	sadness
nadie habia hecho sentir tan  pero bueno    	sadness
vinieron el peor dia no puedo andar mas idiota  	anger
era seguro se iba olvidar          	sadness
tomar no                	sadness
hoy no hay se ve en fin semana y no	joy
vamos mi buen juego            	joy
en un ejemplo sencillo y para eres cuando no hay	joy
voy juego y              	sadness
disfruta tus vacaciones hermosa  gracias ti por pensar en	joy
espero sea un buen dia          	joy
como el sueno              	anger
ese mensaje                	joy
sin duda alguna los amigo son los mas duelen  	sadness
hoy amaneci un muy o no gusta tanto    	sadness
te necesito tanto              	sadness
otra f enfermo              	sadness
y tambien                	sadness
ya ven somos mejores novias          	joy
jamas digan tengo hacer y no        	anger
yo tenerlo siempre ami lado          	sadness
parece jugando el primer partido despues llegar vacaciones y sin	anger
ni tu                	sadness
el nivel q maneja gente en el e terrible  	sadness
no no queremos enterar gracias          	joy
entonces no en ningun lugar si asi lo queres todo	sadness
terrible si e esto debe terminar asi      	sadness
fea e combinacion del frio con tierra prefiero mil veces	joy
quiero una abuela              	sadness
en un corto sola noma cancha        	anger
maldito orgullo                	anger
si ya esta era mentira          	joy
tengo los labios              	sadness
40 minutos al telefono con mi mama hizo termine llorando	sadness
siento manana al despedirme mi papas        	sadness
si t escribo 20 mensajes los 20      	anger
porra                  	sadness
se arranca jornada laboral            	joy
hay pocas cosas en vida tanto como hagan perder el	anger
porq todos cumplen el mismo dia        	anger
feliz dia al gato aunque mi no quiera    	sadness
nooooo estoy muy sentimental            	sadness
no quiero vieja estupida gustan mi pelos      	anger
rehuso creer ya se acabo  quiero mas tiempo  	sadness
mejor duermo ante siga cagando ma        	sadness
sirve ser buena persona si los ninos le encantan cola	sadness
bronca loco                	anger
no se porque creo capaz merecer una mujer tan linda	sadness
"define "" flaca "" porque estoy flaca y no lleno"	joy
por favor hacer              	joy
los sabados en noche hace un chingo frio aqui en	joy
los dias son largo cuando te extrano      	sadness
alguien quiere jugar un free conmigo        	joy
estoy muriendo frio y nadie abre puerta      	anger
no son buenas vacaciones            	sadness
estoy ser por perros definitivamente          	anger
yo ni cuenta daba ya habia hasta pase por el	sadness
estuve todo el fin peleando con mi amigo y en	sadness
no puedo dormir              	sadness
no voy hacer lo demostrar soy mejor      	joy
tanto conmigo dentro poco ya voy estar en play  	sadness
n consigo ver o emoji          	anger
puede alguien como hizo para ya por ningun banco e	anger
espera tu jefe se entere          	joy
por favor                	sadness
na ganas verla tenia hoy          	sadness
lo malo fue cuando yo era ahi le dije sorry	anger
por suerte yo no digo donde voy y con quien	joy
estoy pensando cual e mejor opcion si acostarme o un	joy
necesito mi se se ponga al tiro pero ya  	sadness
se te cae el mundo encima        	sadness
solo quiero tu abrazo            	sadness
no quiero hacer tareas u          	anger
verdad hoy se paso mi mama ganas llorar y paso	anger
nunca tuve un miedo ma grande el miedo    	sadness
pensando ha pena              	joy
ni modo toco trabajar            	sadness
tanto miedo tengo              	sadness
triste cuando te              	sadness
mi papa siempre habla exactamente cuando estoy mal e como	sadness
puse el despertador para dormir 1 hora y termine durmiendo	joy
yo se soy mujer mas s vida pero el e	anger
pregunto si ella igual yo ella        	sadness
perdon pero con ese grupo cagaron noche      	joy
e tratar algo alguien no quiere aprender      	anger
y como todos los domingo quedo en mi casa al	sadness
si ven le contesto sus insta story con o los	joy
no mames twitter ya notificaciones          	sadness
tuve novia mas linda durante noche        	joy
como yo vos              	sadness
estos yankee                	sadness
odio esta maldita              	sadness
no se vale              	sadness
manana voy llamar mi tio asi veo si ayuda con	joy
mala soy                	sadness
dios quiere sea sana el diablo pone cosas y  	sadness
alegra saber esta bien espero mucho        	sadness
vamos                  	anger
en serio estoy muy enojada muy enojada      	anger
aqui estoy escuchando for i          	sadness
bien bebe                	sadness
esta cuenta fake  mi amores porfa      	anger
mi hermana no hace caso cuando castigo piensa e mentira	anger
ojala nunca tengan elegir entre do cosas e horrible  	sadness
ir al mirar esos            	joy
un por favor doble gracias          	joy
lucia gracias                	joy
ojala vivir en una piscina          	joy
ola tambien se rompen y no se quejan    	joy
bastante fria gente  batalladelosgallos          	sadness
ahora ya puse malas estaba en mi salsa y al	anger
busca alguien te paz mental          	joy
asi tal cual              	sadness
parece mona pero e            	anger
encanto el video              	joy
sali con mi corazon            	sadness
e ley vida y decepcion tras decepcion      	sadness
ganas ver mi sobrinos            	sadness
porque son asi apenas estaba todos y ya termine en	sadness
estar despierta esta hora hace pensar solo en    	anger
ven dormir conmigo  haha          	sadness
sufro por dentro por fuera          	joy
leon del orto ojala te por hdp      	anger
hablame lo lindo e tener una persona asi conmigo esta	joy
trabajar un domingo e guapos          	joy
lo malo e no tener quien lo      	sadness
buenos dias cali  [?]  feliz domingo para todos	joy
como detesto esta hora am por pendejadas      	anger
le dejan sola casa un martes y hace un privado	joy
encanta esta manera fiebre se mi y los cachetes se	anger
? otro comentario del s entre este senor y cansado	anger
otro smash no por favor          	sadness
encanta tu pequena              	joy
su opinion por favor  ? color cree se mejor	joy
hasta mas haga hace reir          	joy
! ven hoy fiesta tu o hasta      	joy
te vaya muy bonito y porfa no cagar    	joy
feliz estoy agradezco estar viva          	joy
lloviendo y el no esta mi lado      	sadness
amigas en vez buscar mias          	anger
vista al tus ojos son el        	joy
el dia vio ese msj          	sadness
no importa nada si no estas        	joy
apenas el dia esta u mi hijo hizo del dia	joy
soy mas feliz              	joy
ganas mi casa un ratito mas        	sadness
nunca dije no te quiero loca si te quiero pero	sadness
ahhh cabron                	sadness
feliz noche domingo              	joy
ya solo faltan para tatuarme          	sadness
lindo dormir con el feo levante xq se va trabajar	anger
no termine este              	sadness
siempre traigo en toda partes y no se como salen	anger
viven bailando mi jajajajaja            	joy
hoy hay y no se donde vere creo solo en	joy
donde no da el sol lo meto      	joy
? por son asi pues          	sadness
asi e                	joy
el este                	joy
y asi ha sido            	joy
quede con pata              	sadness
gracias  [?] saludos            	joy
todos errores                	sadness
buenos dias solo queria manana entran clases  bye  	joy
tengo antojo siempre              	sadness
en harry potter y el escena donde le habla harry	sadness
gran manera quitarme el sueno          	sadness
vio toda series netflix            	joy
hoy voy intentar subir algo nuevo si no da tiempo	joy
muy buena noche              	joy
no te quiero perder            	sadness
buena noche                	joy
alguien traiga un novia mi casa        	sadness
lindo llegar tu casa 5 am y 530  todo	anger
sorprende mi poco              	sadness
ganas leer vengan              	sadness
votacion masiva bryanmouquetrendy cd9 coder kcamexico        	joy
na                  	joy
el entre tu carro y el otro asi se  	joy
todo esto                	sadness
mandan y yo no piso hace un ano mas o	sadness
q hdp se re nota lo falso q hay en	anger
los siguen romper pelota esta hora pense ya se habia	anger
doy gracias por todos mi amigo hasta por los invitan	joy
malditas ganas extranarte              	sadness
lindo fue ver como abuela          	joy
estoy en ese proceso            	sadness
y ella                	sadness
buen dia                	joy
ojala no fuera tan malo cogiendo indirectas      	sadness
odio los domingo resaca  quiero mi mama    	sadness
si no hubiera un pedo en el cumple seguro hubiera	joy
lo mejor era no volver vernos y no en  	sadness
genus dios venezuela              	sadness
e joda hasta twitter van cerrar        	anger
como extrano mi pelo largo          	sadness
y oribe ya no sirven para nada urge equipo maldita	anger
loca pero yo ya no aguanto ni un dia ma	sadness
alguien hace el favor y una serie en netflix gracias	joy
te amo                	sadness
no tengo quien mi fotos para ver cual esta mejor	sadness
estoy enamorada juan              	joy
siempre                  	anger
mi amiga e tan maravillosa por donde mire para este	anger
flores                  	sadness
hoy igual hace 8 dias sin poder dormir    	sadness
un amor bonito              	sadness
extrano hacerle si quieren            	sadness
en vino y y yo no estoy tomando    	sadness
con mi trabajo y manana con todo      	joy
no puedo no hablarle            	anger
ya                  	anger
senor puede venir usted ya          	sadness
vi un tweet helado y emocione luego vi uno en	sadness
quiero una hamburguesa y nadie se pone 10 para hacerme	sadness
metido entre todos los notificaciones mi twitter pasen pantalla lo	joy
no puedo estar tan gorda          	sadness
llueve todo el dia            	joy
tengo un trauma enorme con series empece una en tarde	anger
16 dias                	sadness
maldita sea el              	joy
ya                  	joy
sin dudas con mi prima paso muy pero bien  	joy
necesito valla muy bien en eso        	joy
te voy meter tu vida          	joy
e estupida o se hace          	anger
frio mas dolor estomago peor combinacion para un domingo  	sadness
lo peor e ante tengo arreglar tantas cosas    	sadness
yendo                  	sadness
te extrano                	sadness
uh sensible soy jajaja cualquier cosa cae mal y ya	sadness
estoy tan contenta              	joy
dia emocionante                	joy
y hambre e              	joy
echo echo                	joy
voy llorar lo bonito sone con persona menos esperaba iba	sadness
no quiero volver salto            	sadness
tambien                  	joy
extrano el mundial              	sadness
e joda                	anger
mi sobrino esta rata y yo aqui en twitter  	sadness
acabo dar cuenta no traje mi cartera      	joy
gracias por eres un            	joy
donde se va cuando no quieres estar en ninguna parte	sadness
puso re mal el vidrio del celular      	anger
t odio                	sadness
quiero ir cr ver            	sadness
ando practicamente                	sadness
f tengo plata nadie dice para hacer nada y cuando	anger
aqui voy mal quinto en el carro porque mata siempre	joy
ay papa                	sadness
"como cuando when "" live for my "" pero bien"	anger
caga ese nose le pasa mi pa      	anger
estoy muy feliz y ni se por  bueno 	joy
bajon perder amistades xq gente cambium        	joy
voy extranar mi              	sadness
saca                  	anger
te digan eso debe ser lo mas lindo te puede	sadness
hora le da por pasar el lleva como 10 vueltas	anger
laburar xq vida sigue            	sadness
no e justo              	anger
? como le haces para empezar una nueva etapa sin	sadness
aaaaaa por tengo ser asi bronca tengo      	sadness
noticia tan triste              	sadness
gol toluca  el toluca 22 chivas      	anger
el karma existe y lo estoy viviendo      	joy
bien hacen mi companeros y amigo        	joy
se haga rapido hora lpm muero sueno      	sadness
ya acostumbre no saber ti          	sadness
necesito ma libros              	sadness
"mi tio siempre dice "" ya estas hablando con el"	joy
solo necesito y no digas nada        	sadness
veces siento no soy parte nada        	sadness
quisiera todo se y este como ante      	sadness
e interesante siempre hay cosas soltar        	joy
cosas peores y yo llorando por esta odio    	joy
voy morir ganas decirte te voy echar menos    	sadness
[?][?][?] adorable                	joy
y mi no clases vueltas da vida      	joy
y si usa sea            	joy
no se se yo son cosas        	sadness
siento muy solo              	sadness
justo en pobreza              	sadness
mi novio hoy no quiere          	sadness
tomando unos ante ir laburar          	joy
te veo mucho por mi tl y pareces gusta tu	joy
mi hermana no dijo ni chau        	sadness
when nadie puede hacer nada xd        	joy
llegar mi casa ahora como no era      	sadness
no deberia existir el 8 agosto        	sadness
diablo falta na pa mi nene se vaya    	sadness
? donde los              	sadness
extrano mucho mi hermana            	sadness
el mejor  evento temporada [?] [?]      	joy
el sabado mas toda mi vida        	joy
llegar jugar como todos los domingo ir lo mi abuela	sadness
sueno tan mas horrible tuve  ya se olvide  	sadness
lleva entre 13 anos en mitad trabaja 9 5 solo	anger
e menor ella pero parece el padre      	anger
tengan solo dire eso            	joy
yo e hace mas una hora deberia haberme tomado un	sadness
son seis y ya estoy despierta ganas sufrir tengo  	anger
uno ayudar y gente se pasa        	anger
quien mando dormirme 3 h siesta y ahora no poder	anger
definitivamente manana no deberiamos ni estudiar ni trabajar  pero	sadness
ay odio esperar y mas los        	anger
gusta despertar por mi cuenta no algo o alguien despierte	anger
"gusta un dice "" ""          "	joy
dificil e abrir los ojos y ver cosas tal cual	sadness
mi amiga y yo            	joy
! los no linea en ningun lado      	anger
y por fin acabo ver          	joy
hace un rato llegue casa sola adentro del boliche y	sadness
jamas dije eran para mi perdon        	sadness
ya no puedo seguir asi          	sadness
ay mi necesito un            	sadness
una nueva semana              	joy
tambien gusta playa              	joy
ya e todo esto            	sadness
mismo                 	sadness
como voy extranar              	sadness
triste ya no tener alguien para contarle mi escuche un	sadness
tengo hacer una charla pero pereza una vez mas  	sadness
pareces muy goal no se encanta tu cuenta y tu	joy
q dolor labios los bracket          	sadness
mi mejor amiga va estar en misma uni yo pero	sadness
unas acostarme con vos fuerte y no nunca    	sadness
tengo hambre sed no tengo sueno y mi perro ronca	joy
se del auto ahora no arranca el auto buen lunes	joy
estaria necesitando un abrazo            	sadness
ganas escuchar 25              	sadness
horrible sensacion genus este dolor en el pecho    	sadness
ganas salir y no poder          	sadness
no se anda peor claro o el wifi mi casa	anger
tengo tantas cosas en cabeza no se en cual ellas	sadness
esta empezando gusto              	joy
quiero ir mi ciudad favorita pero mi mejores amigas se	sadness
ah                  	joy
siento ya no sirvo para hacer amigo      	sadness
van ser y yo sigo largo        	sadness
no no soy mejor en lo hago      	sadness
desperte porque estaba y no ni ahi pero falta poquito	joy
hola twitter gracias por bloquear mi cuenta anterior    	joy
se extrana los pibes            	sadness
ultima semana vacaciones              	sadness
tanto entro tw y veo cosas sobre el aborto sone	joy
ya sabia no era bueno pero encanta cagarla    	joy
siempre triunfando jaja              	sadness
mi cita noche en playa e quiza uno los mejores	joy
pero soy una              	sadness
llegue casa mi abuela estaban esperando con helado y van	joy
mi noche sera mas aburrida          	sadness
vaya 2 pedazo crack            	joy
llego una nueva semana  se busca trabajo en o	joy
bueno saber ya no tomo mas        	joy
? por ponen musica todo volumen esta hora    	anger
estoy re feliz con practicas          	joy
para un dia voy playa y esta nublado asi dificil	sadness
quiero irme mi casa            	sadness
cargo tanta felicidad              	joy
yo el nino y le con el      	anger
extrano mi novio mucho            	sadness
como dije no se puede todos los      	joy
veces siento no doy con todo esto ?    	sadness
mi                  	sadness
estaba durmiendo y levante para ser mi amiga soy un	joy
quien quiero                	sadness
anda saber paso ahora            	sadness
barcelona tiene todo incluso cuando todos hacen vacaciones    	joy
e 2 veces y voy por tercera estoy tan aburrido	sadness
quiero mi cama              	sadness
por lo menos en todos si cantan bien    	joy
si lo vez para villa alta al tipo muero ganas	sadness
porque miras 4 veces ante cruzar soy      	joy
yo deberia estar con mi amigo deli pero no amaneci	sadness
el arte musica y local          	anger
hemos sido otra vez            	anger
s i e m p r e e s l	joy
no se hacer con mi cumpleanos  pasar o  	sadness
nunca imagine un plan tan sencillo y bonito asi  	sadness
creo al final solo fueron palabras        	sadness
como gustaria poder olvidarme vos          	sadness
wey mi un chingo ver esto        	anger
japon victima una peores            	sadness
dios dame fuerza y paciencia ya no puedo    	sadness
en 4 chau colegio hola facultad        	sadness
una siesta y trabajar vuelta          	joy
quien hablo el sabado yo cap el viernes yo cap	anger
bronca tener seguir cara            	anger
siento fea y toda sensible y terrible y persona aguanta	sadness
dejar tmb e parte del plan        	joy
horror con gente cuando ellos mismos saben lo verdad paso	anger
mate con y musica tarde agradable        	joy
pego                  	joy
no puedo cumplir 20 anos ya loco en momento  	sadness
lo faltaba para completar el dia se rompan los auriculare	anger
quisiera todo fuera diferente            	sadness
tiene harta nunca le den nada cuando e una reina	anger
con mi cada vez mas          	joy
podria hablarme alguien vaya al concierto one      	joy
no                  	sadness
nunca habia jugado tan mal en era      	sadness
maldita lluvia con todo el trabajo yo tenia hoy  	sadness
no te olvide pero eso no quiere decir volvere contigo	sadness
aburrido e el dia cuando no te veo    	sadness
bastante por suerte              	anger
ganas armar valija              	sadness
tristeza el martes sea  como presidente colombia    	sadness
felizsabado vayan un algo le gusta musica y vida como	joy
parte el alma verlo esta forma        	sadness
yo tambien pero rodilla            	sadness
quiero mi casita mi mami          	sadness
esa angustia en el pecho no sacas con nada  	sadness
no se como siento exactamente          	sadness
cuando tengas un mal dia cada vez puede ser peor	sadness
no tengo ganas nada            	sadness
no hay cosa mi mas verdad no      	anger
he 3 veces el labio en el mismo lugar  	sadness
porque lo en visto            	anger
hp yo porque sere tan lo q no sirve no	anger
se en algun momento y yo estare hay para vernos	sadness
proposito                  	anger
se supone mi novia y yo el pedo hoy no	joy
buenos dia puede hoy sube mi primer video se  	joy
y al cumpleanos y se          	anger
ya re quemo  tiene hace 7 dias y ya	anger
nuestra fe tiene tener un locura        	joy
soy un ser muy cuando duermo horas necesito    	joy
seguro fue este alex el escribio ese tweet por suerte	anger
lo admito lo extrano mucho          	sadness
no lo puedo entender            	sadness
nunca falta mala gente existencia          	anger
todavia sigo sin creer            	sadness
te extrano                	sadness
estupida esta hace risa con comida en boca o cuando	anger
disque no se puede llevar una en el avion  	sadness
dias se                	sadness
no estoy lista psicologicamente mentalmente para entrar manana    	sadness
como se puede terminar tan rapido el finde    	sadness
estaba viendo mi fotos ante bracket hace 15 anos y	sadness
muchas gracias todos los mi y mi familia en este	joy
complicado seria tener una relacion abierta  como cono no	sadness
infinity war e tan enorme y hermosa      	joy
si pierde mil puntos            	sadness
este chabon lo voy amar toda toda mi vida aunque	sadness
soy                  	joy
manana por los 3 puntos en casa saludos y muchas	joy
pueden jimin y aparecer con fotos usando algo sus personajes	sadness
soy re estupida ni yo entiendo porque hice esa  	sadness
no e lista para facultad          	joy
ya extrano mi novio            	sadness
mi fantasia sexual e cambiarme los do nombres horribles pusieron	joy
todo lo necesitamos e un poco        	joy
nose poronga hago despierto hora          	joy
oficialmente sera una semana llena estres y total los para	joy
no puede ser todo el dia tenga sueno definitivamente naci	sadness
ya no esta con ellos  con razon anda haciendo	sadness
como gustaria estes aca con vida papi para poder compartir	sadness
el dia esta como para ir al cine    	joy
estoy bien tonta mi en como usar redes sociales y	sadness
podre sobrevivir 8 horas            	sadness
tu belleza cada vez te miro        	joy
buenos y dias              	joy
estoy llena                	sadness
e un hecho quiero en cara        	joy
tanto e                	joy
vida estar esperando              	anger
era o un horario bonito          	sadness
necesito                  	sadness
? e una sin ti          	sadness
tengo hambre un              	joy
gustaria poder besarte sin te culpable        	sadness
social mi y subir para poder el gasto en cargo	anger
no puedo mas pena maldito  cuando te toque ti	anger
mi vieja cago todos mi plane        	anger
manana subo fotos mias            	joy
porque tengo enfermar en los mejores momentos      	sadness
no lo puedo creer tristeza  fuerza familia    	sadness
queda claro nicolas e grande al menos alto  este	joy
hoy levante bien              	joy
en el dia no no da hambre pero en madrugada	sadness
alegria da ir tomar agua y este vacia    	joy
e cambiar actitud voy estar bien porque quiero estar bien	joy
3 dias ayudar gente lo se siente bonito    	joy
una hora ma aca y juro mato      	anger
el sueno puede mas conmigo          	sadness
e tan cierto algunas persona cambian tanto cuando se con	sadness
e lindo venir al rio y si no ma nadie	sadness
y si y el animo por favor      	sadness
cuanto extrano el cafecito            	sadness
alguien para los mate al sol        	sadness
veces te pasas con tus horarios ni para escuela levanto	joy
lloro y no se por          	sadness
ay el cono madre            	sadness
comiendo escuchando viendo asi ni quien se      	joy
duerma                  	sadness
ese ultimo beso marco un ante y un despues en	sadness
sere unica extrana              	sadness
no se si soy pelotuda o tengo cara    	joy
ganas y unos mate            	sadness
niego volver fe              	sadness
ya quiero estar vacaciones            	sadness
siestita falta el gordo aca          	sadness
tengo hambre y este tren del orto no se quiere	anger
y para empezar mejor manera el dia se cae el	joy
ya en camino y vuelta rutina        	sadness
no se con quien hablar pero siento mal    	sadness
tantos hdp del barrio ni pagan luz y tienen yo	anger
mientras mi vieja habla por telefono yo estoy comiendo cual	joy
pero dificil e confiar cuando solo        	sadness
linda tarde junto  te extranaba        	joy
nunca senti tan sola y tan mal como ahora  	sadness
no quiero volver cursar            	sadness
sone pinch matenme hasta en los suenos deberian ser bonito	sadness
despierto esta hora un domingo hermosa e mi vida  	joy
tomar no                	anger
descansar hasta manana gente            	joy
pregunta para sus ellos siguen los        	sadness
plane e muy mala educacion          	joy
te necesito                	sadness
mi amigas estan un poquito hoy se noche ninas con	sadness
mal humor y ni han hecho nada excelente    	joy
todo mal todo mal mal humor        	anger
y si se meten sus por donde mejor le  	joy
extrano mucho                	sadness
   vamos            	sadness
charlas con                	joy
mi companera universidad x ig en y yo x esos	sadness
bonito eso tener social medium         	joy
todos                  	sadness
nunca habia tanto en darme cuenta algo 12 anos no	joy
quiero mi anillo vuelta            	anger
y despues no digas no te avise      	joy
yo noma hago cabeza por todo        	sadness
y todavia no se hacer con mi vida    	joy
en colegio meti dios y porq lleve tantas materias ahora	anger
los ojos y sueno con vos        	sadness
creo esta vez si tome una buena decision  buenas	joy
ya no hizo caso y se corto el pelo igual	anger
amigo distancia e peores cosas del mundo      	sadness
altas ganas tengo              	sadness
e gusta                	joy
terrible ganas cine y mac tengo        	sadness
uy sana all              	sadness
extrano persona crei no extranar          	sadness
y ahora tengo volver aprender mi horarios      	joy
no acostada viendo rosa guadalupe en youtube      	sadness
el placer del invierno en el sol      	joy
te sone y desperte pensando tenia abrir puerta porque con	sadness
quiero descargar el free fire otra vez pero no anda	anger
estoy durmiendo                	sadness
ansias y se en el alma        	sadness
bonita noche                	joy
era mi do pa d risa en plenum clase ay	sadness
yo cargo con su para tuviera bateria para el viaje	anger
no hay nada peor levantarse comer el dia siguiente salir	sadness
encantaria entender le pasa por cabeza        	sadness
lo en una para nada ni nadie le haga dano	sadness
manana empieza el no dormir entre semana no salir los	joy
en estos momentos solo quiero          	sadness
el dia esta especial para unos mate cafe con y	sadness
si tenia ganas llorar gracias esto era lo faltaba  	sadness
te pinch amo mexico            	sadness
o yo estoy mal humor o en este momento  	anger
una una buena cena unos todo en buena compania eso	joy
puneta                  	joy
porque yo                	sadness
todavia no borro toda fotos libros del semestre pasado y	sadness
pueblo mas loco              	anger
jajajajaja                  	sadness
frase te estamos              	anger
estoy muy muy              	sadness
ya no puedo mas            	sadness
estoy bien en el aeropuerto  google      	joy
uno e jugador hasta conoce pizza borde con    	sadness
y ahora                	sadness
algun secreto para rapido veo horrible        	sadness
quieran                  	sadness
ya quiero se quite el dolor y lo rojo del	anger
agosto 17 te espero con ansias bebe no y llega	joy
estoy tan sentimientos              	sadness
se parte cabeza              	anger
mal chabon mal              	anger
ya serian 2 anos            	sadness
bueno despues no se d nada        	sadness
habra mas estos y te los en toda    	anger
carga por                	sadness
ya ni se inventar para comer        	sadness
uy parecen atras comida mi mama eso mi estan detras	joy
pica garganta seguramente voy enfermar          	anger
manana empezar rutina              	sadness
estoy nada un mensaje al por sigue teniendo el mismo	sadness
proxima vez diga gusta el frio un      	anger
aun sin atencion              	sadness
encanta cuando se escriben unos mega en fb asi son	joy
maldita depresion                	sadness
solo quiero suerte para manana          	sadness
se fueron toda ganas salir          	sadness
domingo limpieza en mi casita          	joy
ojala no se los dias asi        	sadness
yo nose porque queria ser grande        	sadness
e facil lo dificil e no tocar mientras se cura	sadness
odio los abrazos pero hoy necesito un millon    	sadness
feo e esto              	sadness
tendria todo un huevo pro y enojo x    	sadness
no se si o pasa pero mi esta mucho aceptar	sadness
mal siento loco              	sadness
si estar haciendo cola en el banco e imaginense con	joy
una vez mas              	sadness
como ronca esta              	anger
ese carlos e por gusto          	anger
ahora q pongo pensar no pasaron       	sadness
no quiero ir sr            	sadness
solo necesito un abrazo fuerte diga todo va estar bien	sadness
