,text,label
8487,ayer dijo extranaba y hoy ni un hola asi no,sadness
8488,quisiera seguir durmiendo              ,sadness
8489,razon 1 por no puedo recibir sol parezco un negra,sadness
8490,con este no se si ir dormir o ir caminar,sadness
8491,idiota lucas                ,joy
8492,tu negocio en google           ,joy
8493,voy dormir un rato porque no doy mas    ,sadness
8494,no ya edad esta            ,sadness
8495,como odio el viento            ,anger
8496,e el tambien era            ,sadness
8497,triste estar con alguien no quieres y solo estas por,joy
8498,enserio despues no quiero            ,joy
8499,yo tengo llevar mi ver juegos estudiar y no hablar,sadness
8500,odio tener ese nudo en garganta        ,anger
8501,cada vez mas cerca mi          ,joy
8502,necesito  y un libro pero pobre siempre    ,anger
8503,con estaria perfecto para mi          ,sadness
8504,amigo regalo cumpleanos mi novio lo extrano mucho    ,sadness
8505,el hambre tengo ya tiene con mal humor    ,joy
8506,esta con el novio y no contesta ma  jajajaja,sadness
8507,muchas gracias mi              ,joy
8508,el equipo juega hoy y yo        ,anger
8509,! casa bonita              ,joy
8510,no banco ma nadie            ,anger
8511,te necesito mas nunca            ,sadness
8512,chale no existen los amigo maldito        ,anger
8513,levantarme y escuchar esta lloviendo no fue nada bueno arrancamos,anger
8514,odio el frio y tener ponerme        ,anger
8515,dar misma importancia              ,joy
8516,por lo menos subio una historia conmigo      ,joy
8517,ya van do noches entra un habitacion      ,anger
8518,porque soy tan porque            ,sadness
8519,prefiero seguir ante q estar aca en mi casa asi,anger
8520,quiero un pantalon pero el precio quita ganas    ,joy
8521,parte al medio ver mi amigo mal      ,sadness
8522,quiero mil cosas y meme          ,sadness
8523,y pa bien solita hoy          ,sadness
8524,buenos tiempos                ,joy
8525,quiero torta chocolate con helado          ,sadness
8526,perdi el no importa cuando lea esto      ,anger
8527,tengo mucho sueno apenas son 9 pm y he dormido,sadness
8528,linda sonrisa tiene              ,joy
8529,venga e del fandom carlos rt mg entrar    ,joy
8530,un ma y adios monterrey          ,sadness
8531,no y not              ,sadness
8532,no todo e lo parece          ,joy
8533,no se si poner alarma o el      ,sadness
8534,uno veces se pega unas pero por uno mismo se,sadness
8535,le el cel pa no sea cabron y cambie contrasena,joy
8536,bronca da ser un peso          ,anger
8537,dia tan horrible              ,sadness
8538,como enoja ver como tiran basura desde su pinche carro,anger
8539,feo estar asi              ,anger
8540,gritando                  ,sadness
8541,nooooo dani noooo  laacademia          ,sadness
8542,un domingo triste              ,sadness
8543,gracias aquellos se saber si despierto cada dia    ,joy
8544,en lo mama              ,joy
8545,iglesia contra el aborto pero nunca lo hizo contra los,anger
8546,manana                  ,joy
8547,nunca en vida habian tanto como en estos dias  ,joy
8548,por duele tanto cabeza            ,anger
8549,e yo entiendo pero mi corazon no y ahi lo,sadness
8550,y entonces se va pa y se vuelve un ocho,anger
8551,crei estaba                ,joy
8552,"palabra "" "" se hace tan  y cuando dicen",sadness
8553,pija cuando se te sale cadena moto      ,anger
8554,loco no tengo amigas            ,sadness
8555,le juro hay momentos lo extrano        ,sadness
8556,tristeza cuando juegan tan horrible          ,anger
8557,el dano ha hecho el educacion este pais e ,anger
8558,siento el mundo se cae encima cuando se trata familia,sadness
8559,cague frio mal              ,anger
8560,encanta el ingles              ,joy
8561,como extrano esos momentos            ,sadness
8562,un sueno                ,sadness
8563,sabemos pronto va llover fuerte mejor junto esta vez  ,sadness
8564,lo peor e yo voy estar siempre      ,sadness
8565,papa y mama hoy empezaron descansar porque se estaba tocando,sadness
8566,odio no poder ir al cine        ,anger
8567,si no soy el primero sere el unico    ,joy
8568,estoy azul del hambre y mi mama no viene mas,anger
8569,asi los lunes se viven mejor        ,joy
8570,mi descuidas cinco minutos y ya se paso el interes,joy
8571,muchos han el por no llevar pina el rechazo e,anger
8572,pero nunca pasa              ,sadness
8573,vengo durmiendo en el camion          ,sadness
8574,tremendo dia con amigo            ,joy
8575,aburrimiento                  ,sadness
8576,un mas                ,sadness
8577,yo pienso cada quien lo merece yo ti por ejemplo,joy
8578,todos na dm              ,joy
8579,joder cono esta como en          ,sadness
8580,quiero decirte cuanto te amo  pero el miedo saber,sadness
8581,por tendre este vacio tan grande        ,sadness
8582,suerte gente en cualquier momento del ano con pablo tenemos,sadness
8583,parece todo lo una no le e suficiente eso pasa,anger
8584,lleva el odio              ,anger
8585,siento mucho miedo              ,sadness
8586,claramente el cuerpo no da para tanto mal siento  ,sadness
8587,pues ahi fui yo para fuera porque los ninos querian,anger
8588,y para                ,anger
8589,mepa hoy se duerme            ,sadness
8590,feo e estar dieta ir al shopping y sentir el,sadness
8591,dormi porque tenia frio            ,sadness
8592,por por                ,sadness
8593,compro unos zapatos no los uso durante buen tiempo los,joy
8594,manana empiezo el colegio vuelta          ,anger
8595,rabia e importancia un man para saque tu perrito y,sadness
8596,como suena ahora el            ,joy
8597,quiero aprender                ,sadness
8598,hay veces siento tan sola          ,sadness
8599,e mi vieja lpm            ,anger
8600,por ahora los no fueron          ,sadness
8601,enferma no ande              ,anger
8602,no gusta el one se tarde mucho en un juego,anger
8603,manana vuelvo                ,sadness
8604,mi vida come nadie te lo va quitar puedes repetir,joy
8605,no va whatsapp y usar          ,anger
8606,otra noche mas he dormido genial        ,joy
8607,am gorda am bien            ,joy
8608,querido diario hoy cene do hamburguesas        ,joy
8609,casita                  ,joy
8610,yo ahora estoy con el tito mami ya iba para,sadness
8611,quiero abrazar y quedarme            ,sadness
8612,no e facil persona fue tu primera vez en muchas,sadness
8613,hubiera ido                ,sadness
8614,mi vida se en hacer cosas cuales despues arrepiento  ,anger
8615,yo no siento asi en twitter sino en el trabajo,sadness
8616,para tener perros asi no perros con to mi muertos,joy
8617,y ellos deben ser ante todos los si para  ,joy
8618,hasta llega el momento donde uno tiene ser mas orgulloso,joy
8619,mi hermanito se siente mal llora y mi vieja llora,joy
8620,hoy en tarde hacemos una para ver el    ,joy
8621,pero nunca se puede            ,sadness
8622,una vez mas demas persona no lo mismo estas hacer,sadness
8623,no salgo ma hacer tramites con ella e insoportable  ,anger
8624,una vez esta bien y hasta do lo pase pero,anger
8625,hermoso domingo mas imposible            ,joy
8626,"ah ok hoy dijeron "" senora ""      ",joy
8627,estar idiota y bajon e lo peor esta pasando mejor,sadness
8628,vaya hora tener cambiar mi          ,joy
8629,tristeza  quiero              ,sadness
8630,hermosa y siesta              ,joy
8631,vaya fin semana              ,sadness
8632,quiero ser persona 1            ,sadness
8633,veces soy tan tierna            ,joy
8634,ya empece otra vez con lo        ,sadness
8635,estoy cagando otra vez            ,sadness
8636,lima y no te vi          ,sadness
8637,buenos dias le esta semana y no vemos partir el,joy
8638,estoy viendo rick y llevo 5 min y quiero pegar,joy
8639,todos tienen su mg menos yo        ,sadness
8640,no te paro extranar            ,sadness
8641,e bonita                ,joy
8642,se ponen acuerdo parece            ,anger
8643,un                  ,anger
8644,gente no tiene vida y por lo tanto le vale,anger
8645,y aca sigo como siempre los horarios y cosas los,anger
8646,asi son algunos              ,sadness
8647,mejor parte del dia           ,joy
8648,ya se quiero hacer cuando sea grande      ,joy
8649,porque si hay algo no gusta e sentirme    ,sadness
8650,tengo dejar por todo            ,joy
8651,? por no naci en o        ,sadness
8652,entonces el no hizo casa          ,joy
8653,sad                  ,sadness
8654,no quiero                ,joy
8655,dios quiero se termine esta guardia lpm      ,sadness
8656,los ojos                ,sadness
8657,un lado una piba ronca y del otro una bb,joy
8658,y en desperte tempranito            ,joy
8659,cago en el hdp bloqueo cuenta tenia ante    ,anger
8660,k orgullo escuchar en radio          ,joy
8661,tengo ganas ir un y salir ahi 7am nuevo  ,sadness
8662,poca lo le hicieron pinch          ,anger
8663,miss mo sobra              ,sadness
8664,tengo casi un ano soltera y noma empece hablar con,anger
8665,extrano chicas                ,sadness
8666,necesidad tan grande sea solo para mi      ,sadness
8667,yo sufro con  leo cosas y no entiendo nada,sadness
8668,lindo te vaya bien            ,joy
8669,e horrible trabajar un domingo          ,sadness
8670,nose cuando y empezo doler rodilla        ,anger
8671,eh vdd                ,sadness
8672,veces los no son            ,joy
8673,extrano mi hermana demasiado            ,sadness
8674,quiero q vuelva              ,anger
8675,? molesta o              ,sadness
8676,ya va ala mitad            ,joy
8677,bronca tengo                ,anger
8678,no lo tu              ,sadness
8679,todavia quedan 15 dias vacaciones quiero        ,joy
8680,hay cosas                ,sadness
8681,por querer quedar bien salio todo mal espero sea para,joy
8682,algo quite esta piedra tan          ,anger
8683,se acabo buena vida            ,sadness
8684,el cafe muy caliente pone malas        ,anger
8685,despues 9 dias sin trabajar otra vez lo mismo  ,sadness
8686,time                  ,joy
8687,el precio mas caro vivir en este pais e tener,sadness
8688,uno lo como se deja tratar        ,joy
8689,vengo teniendo peores do semanas mi vida      ,anger
8690,el local e              ,joy
8691,and                  ,sadness
8692,con queso                ,sadness
8693,desde hace mas 1 hr no ha dejado dormir neta,anger
8694,pero                  ,sadness
8695,no quiero aceptar ya soy m        ,joy
8696,no gusta cerveza solita pero vi una bien fria y,sadness
8697,bello el  ? en momento llegamos esto    ,sadness
8698,falta hacer un              ,joy
8699,solo faltan 21 dias           ,joy
8700,felizlunes todos pues se valla ayudar otro      ,sadness
8701,quiero                  ,sadness
8702,hiciste con camiseta independiente            ,anger
8703,lindo terminar mi dia como el orto      ,sadness
8704,ganas no faltan decirle ambo un par cositas    ,anger
8705,apetece leer ? algun libro si lo puedo encontrar en,joy
8706,peor mina                ,anger
8707,yo te voy encontrar            ,joy
8708,mi confianza                ,sadness
8709,como mi cuenta esta            ,anger
8710,estoy mirando una peli se del perro y pienso en,sadness
8711,no e tan facil decir y dejar pasar    ,sadness
8712,como hago si quiero un          ,sadness
8713,acabo comer y sigo con hambre        ,anger
8714,cago en preguntas instagram            ,anger
8715,en mi                ,sadness
8716,cuando va ser el dia q santiago no deje cosas,anger
8717,invite mi prima salir y mi tia no dejo porque,sadness
8718,1 bonitas                ,joy
8719,mi mama se en yo          ,anger
8720,lo q dolio llegar del laburo y q no este,sadness
8721,mi esta sufriendo              ,sadness
8722,suerte fue encontrar un dia cm hoy      ,joy
8723,cuando trabajo invitan salir ahora no trabajo no aparece nadie,anger
8724,soy tan feliz siempre estando fuera y saliendo lo  ,joy
8725,panas                  ,sadness
8726,felicidad tu amor nunca dio          ,joy
8727,verdad extrano los viejos tiempos          ,sadness
8728,caga tener grabar pantalla para no sacar y quedar como,joy
8729,no jugar do partidos ma          ,sadness
8730,yo creo tu le el muy alto      ,sadness
8731,pero los                ,sadness
8732,1030 desperte llorando por sonar con un      ,sadness
8733,tremenda resaca lpm              ,anger
8734,lpm                  ,sadness
8735,mentira tiene patas              ,joy
8736,gente                  ,sadness
8737,no te no te  hace 9 anos deje creer,sadness
8738,deje                  ,sadness
8739,seguro no                ,anger
8740,esta pasando ya no salgo los fine semana en noche,sadness
8741,no quiero ir nunca            ,sadness
8742,voy extranar ir desayunar al super y los despues clase,sadness
8743,nunca mas                ,anger
8744,no paro ver esa foto          ,sadness
8745,bronca no poder ir el miercoles lpm      ,anger
8746,empieza el hecho no saber hacer nada comer    ,sadness
8747,no veo hora llegar mi casa        ,anger
8748,hermosura                  ,joy
8749,cuando voy ser feliz            ,sadness
8750,no hablo con nadie y aburro un monton    ,sadness
8751,yo cambie por uno            ,sadness
8752,una hora arriba del bondi          ,anger
8753,tenia haber pedido para octubre soy tonta verdad  proxima,anger
8754,una como le gusta con boca        ,anger
8755,feo se siente cuando algo con valor sentimental    ,sadness
8756,no tire tanto se puede romper        ,joy
8757,mi abuela se levanto cantando los gritos cancion con no,joy
8758,literal tuve sueno todo el dia son cuatro manana y,anger
8759,muchas gracias por un abrazo          ,joy
8760,no pues muy buenas idea estan dando para gente usa,anger
8761,mi no quiere              ,sadness
8762,bueno ya hace falta el          ,sadness
8763,maldita pobreza                ,sadness
8764,no hay nada bueno ver          ,sadness
8765,feo almorzar un domingo sola          ,sadness
8766,dejar cosas desde un principio y aun asi sigan todo,anger
8767,soy oficialmente una nueva            ,sadness
8768,el regalo para en el dia del nino son libros,joy
8769,necesito mil abrazos              ,sadness
8770,se acabo pila estoy muerto          ,sadness
8771,le chupa un huevo todo          ,sadness
8772,q alpedo                ,sadness
8773,? siguen llorando por salida del ya alv tambien  ,joy
8774,estoy tan pinche loco lo no fue en mi ano,anger
8775,voy dando cuenta el programa segun puse descargar en manana,joy
8776,tantos pero ninguno del amor mi vida      ,sadness
8777,dio pena y siento mal por no poder al un,sadness
8778,siempre voy al cine acabo todo lo compre ante haya,sadness
8779,se estamos pero hace frio veni dormir conmigo wacho  ,sadness
8780,primeros del primer dia clases y ya quede sin una,joy
8781,linda charla con santi mientras casa        ,joy
8782,un domingo por manana y mi vecino poner musica todo,joy
8783,perder lo mejor ganas todo          ,joy
8784,y en ese abril solo fui una idiota sin razon,sadness
8785,dias largo pero noches            ,joy
8786,y tengo ya              ,sadness
8787,y van regalar              ,joy
8788,dios se poner cada quien en su lugar    ,joy
8789,esta no importa cuando lea esto        ,anger
8790,aqui pensando como voy arreglar mi        ,joy
8791,le hago eso mi padre y mete con los hasta,joy
8792,un mil pa q cambie pensar        ,anger
8793,dile eso ninas gustan            ,sadness
8794,mi hermanita mi vieja preguntaron si iba venir y y,sadness
8795,quisiera entrar al pero soy no        ,sadness
8796,quede                  ,sadness
8797,mi parte siempre dire cosas buenas        ,joy
8798,buen finde para vos no tenes guardia un domingo  ,joy
8799,acaso quieren otra vez            ,joy
8800,cuandotepiensosiento debo ma mi por mi propio bien ante por,sadness
8801,dejar ilusion persona gracias            ,joy
8802,quiero esta semana se vaya volando        ,sadness
8803,no voy aguantar              ,sadness
8804,vino                  ,joy
8805,quiero mi lpm  quien manda        ,anger
8806,soy super mega re contra          ,joy
8807,si yo tengo una suerte no juego hace mil anos,anger
8808,chica era re linda            ,sadness
8809,quiero volver                ,sadness
8810,el amor duele se y un para ahora ella duerme,sadness
8811,necesitaba un dia como el ayer bien siento hoy  ,joy
8812,le hicieron mi querida u          ,sadness
8813,cosas odio y              ,anger
8814,estoy haciendo maraton del nuevo not ya voy por war,joy
8815,feliz  miercoles              ,joy
8816,manana una nueva etapa en mi vida y estoy muy,joy
8817,neta yo quiero estar tranquila y en mi centro pero,joy
8818,maldito estupido lo amo aunque quiera        ,anger
8819,no sabia ser sincera con alguien era algo tan malo,joy
8820,hermosas los del norte            ,anger
8821,ahhh no sabia tan tan          ,anger
8822,del local al parecer ante era una ? haga no,sadness
8823, lindo                ,joy
8824,tengo hambre                ,sadness
8825,no mames nuevo e deprimente estar sola      ,sadness
8826,un segundo y no hay mas chocotorta      ,sadness
8827,tan tan tan             ,sadness
8828,no vamos un cumple            ,joy
8829,tengo una suerte              ,joy
8830,mi bolso esta lleno rota          ,joy
8831,por ahora                ,sadness
8832,quien se va sentir orgulloso este desastre      ,sadness
8833,el mal humor qe estoy manejando un sabado por noche,anger
8834,necesito para poder ir hacerme unas        ,sadness
8835,re mal ahi ver mi do asi espero salga todo,sadness
8836,creo q ire mi para hablar d crush y jimin,sadness
8837,lindo esta para dormir todo el dia      ,sadness
8838,nunca mas hablo              ,sadness
8839,buen dia                ,joy
8840,necesito unas vacaciones con mi novia        ,sadness
8841,enamora                  ,joy
8842,aveces prefiero el hubiese asi no sufro ma con pierna,anger
8843,perdi el partido  tal jugamos banda      ,anger
8844,e lo mas triste del mundo        ,sadness
8845,por cierto ? nadie ha encontrado hoy una cartera con,joy
8846,bien hoy bastante              ,joy
8847,sabes lo e estar todo un con tu flia y,joy
8848,yo nunca se nada            ,joy
8849,no salgan con sus mamadas para empezar ni ebria puse,joy
8850,yo no como noma            ,anger
8851,eran 4 y ahora 6 vamos por ma    ,joy
8852,voy levantarme tomar mi y ignorar todo el mundo  ,joy
8853,como saca este chabon            ,anger
8854,duele el cuello              ,sadness
8855,quiero dormir                ,sadness
8856,cosa no gusta              ,sadness
8857,no tengo                ,anger
8858,aun no se va y ya lo extrano    ,sadness
8859,hermoso dia para viajar            ,joy
8860,bien perder toda manana en el medico para nada  ,anger
8861,mas rato                ,joy
8862,hoy recuerdo esos momentos en tus brazos y charlas y,sadness
8863,ya podrian yo quiero            ,sadness
8864,y con tios asi se quitan ganas todo por envidia,sadness
8865,encanta ver sus fotos y estados junto aun sabiendo el,joy
8866,triste despertarse un buen sueno          ,sadness
8867,esta historia se acabo ya no hay nada entre tu,sadness
8868,te extrano                ,sadness
8869,odio hablar                ,anger
8870,al final lo tanto te molesta e lo mas extranas,sadness
8871,mi8 yo tengo un note 3 desde hace casi 3,sadness
8872,ella siendo un amor persona          ,joy
8873,soy mas productivo madrugada durante el dia      ,joy
8874,el quiere estar este y el se quiere ir se,sadness
8875,siento se esta el mundo abajo        ,sadness
8876,casi siempre regalo cosas quiero para mi no se si,anger
8877,uno mi favoritos e lastima nunca podre ver el final,sadness
8878,y asi fue como quede con y queda todo agosto,joy
8879,nada mas feo falta interes          ,sadness
8880,sone tan real  real          ,sadness
8881,pelo                  ,joy
8882,amor e compartir tu spotify          ,joy
8883,despues tanto tiempo se dio nuevamente y saque victoria todo,joy
8884,chimba haber ido al concierto          ,sadness
8885,dios este fin empezo lo mejor [?] gracias    ,joy
8886,el sueno tengo los ojos pero todavia no se nada,anger
8887,mentiras                  ,joy
8888,mi vida seria mucho mejor si en este momento simplemente,joy
8889,pone muy triste esta situacion          ,sadness
8890,le aguanto hasta empieza en su cosa saca    ,sadness
8891,odio el visto o contesten cada do anos    ,anger
8892,no hay nada peor dormir con esta calor tan horrible,sadness
8893,ya acostumbre estar solo bien          ,joy
8894,alguien igual loca como tu          ,joy
8895,quiero sushi                ,sadness
8896,quisiera decirte te conmigo            ,sadness
8897,lunes tengo q arreglar los y ponerme leer no se,sadness
8898,el nudo en garganta y el estomago cerrado lo peor,sadness
8899,este gato                ,anger
8900,pense ya no iba sonar mas asi      ,sadness
8901,sea lo no lo hace mas facil      ,sadness
8902,el sigue tirado encima era muy y el    ,joy
8903,faltan 9 dias para empezar valer        ,joy
8904,"yo hubiese "" tienen un y donde agua ""  ",joy
8905,chimba esa gente hasta ahora entra universidad yo ya entre,joy
8906,quiero alguien para pasar los findes        ,sadness
8907,bajon ver el auto cosas mi viejo el gimnasio y,sadness
8908,esta fuerza voluntad mia ni va llevar ningun    ,sadness
8909,siento horrible y no puedo dormir        ,sadness
8910,te necesito aqui durmiendo conmigo          ,sadness
8911,estan diciendo lo mismo ayer          ,anger
8912,"rabia cuando se te pasa el "" "" en netflix",anger
8913,e neta casi 3 se fueron volando  se acabaron,sadness
8914,te pares                ,joy
8915,quiero esa campera tito tiene en foto      ,anger
8916,hola vecina mucho gusto            ,joy
8917,extrano diga                ,sadness
8918,se ve tan en esas historias        ,sadness
8919,cuando no te responden el tiempo pasa tan lento  ,anger
8920,iba para u y termine en        ,joy
8921,re baja todo esto            ,sadness
8922,gracias ti por espero pronto en algun lugar del planeta,joy
8923,dolor garganta                ,sadness
8924,feliz dia nuestro              ,joy
8925,mi hermana donde              ,anger
8926,quiero dar muchos dm            ,joy
8927,por siempre tiene haber un pajero te grita mientras  ,anger
8928,alguien ya llegue              ,anger
8929,lo encanta esto e domingo y no da paja tengo,joy
8930,lpm como costo levantarme            ,anger
8931,el primer parcial los  los       ,anger
8932,sentia algo le faltaba mi di cuenta hace mucho no,sadness
8933,odio no tener ropa            ,sadness
8934,extrano tanto mi amigo            ,sadness
8935,porq hay muchos no quieren ver pa abajo    ,anger
8936,lo bueno                ,joy
8937,no e tan facil como dicen        ,sadness
8938,tengo ganas tomar helado hace mil anos      ,sadness
8939,esto                  ,joy
8940,como pone triste este            ,sadness
8941,odio pongan todos en misma bolsa        ,anger
8942,pasapalabrachv tierno por chucha            ,sadness
8943,siempre duermo tempranito y justo hoy no puedo    ,joy
8944,como se puede hacer guerra mundial en mi casa despues,joy
8945,cuando necesitas el tiempo y se va luz toda madrugada,sadness
8946,estoy asada                ,anger
8947,te juro q tengo unas ganas cruzar esta mina y,anger
8948,solo necesito dormir              ,sadness
8949,por ma lo pienso no entiendo por lo hizo  ,sadness
8950,cada historia tiene algo interesante          ,joy
8951,yo el lunes              ,sadness
8952,aaaaaa este pibe no se va cansar nunca    ,anger
8953,super c g eso            ,anger
8954,no vi en todo el dia y lo extrano  ,sadness
8955,quiero besitos                ,anger
8956,somos esa persona hace nuestros amigo no el celular en,sadness
8957,para                  ,joy
8958,mi nudo en garganta            ,sadness
8959,finde para el              ,joy
8960,necesito alguien q y haga mimos para dormir    ,sadness
8961,acordar vuelva salir con estas amigas        ,anger
8962,finde                  ,anger
8963,el dia un estado gobierno contra una no    ,joy
8964,bronca estar enfermo              ,anger
8965,llego despertar alguno mi amigo 4 mandan cagar pero igual,joy
8966,ya entendi veo mas ya dejenme en paz    ,sadness
8967,por no nude              ,anger
8968,chat                  ,anger
8969,mi hermana siempre toma mi y jamas asi mi maquillaje,joy
8970,mande culia                ,sadness
8971,tengo unos 20 dibujos en total pero tengo llenas en,joy
8972,tengo esperar se lave ropa ordenar cocina y esperar esten,joy
8973,no quiero ir manana facu          ,anger
8974,le todos misma importancia dan mi        ,joy
8975,lo lindo estar bien con uno mismo      ,joy
8976,no se si o            ,sadness
8977,no esta quedando demasiada linda casita wn oh    ,joy
8978,recien voy en el metro vuelta con un enorme y,anger
8979,necesito alguien acompane al cine          ,sadness
8980,pero no tenemos              ,sadness
8981,y llegamos mitad semana no se ustedes pero yo ya,joy
8982,maduro por no te            ,anger
8983,como dormirme asi              ,anger
8984,ese bebito y dios lo siempre fuerzas familia por el,sadness
8985,despues somos mina              ,anger
8986,bien                  ,sadness
8987,venga                  ,joy
8988,hasta el festival              ,joy
8989,amigas el orto no en nada        ,sadness
8990,su cola sola le            ,joy
8991,por sera siempre el esta mal soy yo    ,sadness
8992,siempre perdiendo plata yo            ,anger
8993,yo igual                ,joy
8994,ya no puedo mas            ,sadness
8995,impotencia                  ,anger
8996,paja ir al centro            ,sadness
8997,espere tanto al bronca            ,anger
8998,diaz                  ,joy
8999,buen                  ,joy
9000,se corto luz              ,anger
9001,ganas llorar con toda            ,sadness
9002,ya le dije mi abuela voy agarrar el bolso y,joy
9003,necesito hablar con alguien realmente escuche        ,sadness
9004,no tengo sueno              ,sadness
9005,ya se hacia raro no duela panza      ,sadness
9006,odio tener q esperar mi amigo se      ,anger
9007,va cabeza                ,sadness
9008,p acaba dar azul en medio del stream  abro,joy
9009,nina ya se va para          ,joy
9010,un siglo tarda este celular para se del todo  ,anger
9011,pan con pal lee buen dia besos      ,joy
9012,tengo miedo tener muchisimo dinero y viajar por el mundo,sadness
9013,realmente no siento bien solo queria ver el nombre mi,sadness
9014,ahora siento fatal por no haber sacado mi perra por,sadness
9015,pero recuerda nadie e perfecto y tu lo veras tal,sadness
9016,manana desayunar con mi            ,joy
9017,cuando confio confio todo no xq soy capaz lo  ,joy
9018,por siempre tienen ma favs esta basura tweet y los,anger
9019,por favor se pase rapido          ,sadness
9020,maldita fiebre                ,sadness
9021,mi papa se burla nuestros mios y mi si  ,sadness
9022,al menos si como            ,sadness
9023,tan mas lindo acaban hacer          ,joy
9024,pobre tiene trabajar si o si        ,anger
9025,cuando ya hasta da pena          ,sadness
9026,porque gente mala le tiene ir tan bien y los,sadness
9027,se viene un cuatrimestre intenso chau vida social    ,sadness
9028,toy con hambre              ,joy
9029,los lunes en son menos lunes        ,joy
9030,                 ,joy
9031,alguien para hablar esta hora seria el exito    ,joy
9032,como odio                ,anger
9033,tan corta sali              ,sadness
9034,okay algun dia voy conocer  algun dia    ,sadness
9035,hizo bien toda suerte            ,joy
9036,acabo dar cuenta q con q iba salir estan rota,joy
9037,quiero seguir durmiendo              ,sadness
9038,ver q sale hoy            ,joy
9039,todos en el desmadre y yo aqui en mi casa,joy
9040,veces creo soy estupida            ,sadness
9041,vacio tan hpta              ,sadness
9042,ay extranaba los domingo asi          ,joy
9043,no mm oribe              ,sadness
9044,? como una taza cafe azucar        ,sadness
9045,deberia estar en medellin            ,sadness
9046,le un alguien especial en mi vida y dolio distancia,sadness
9047,toca jugar free fire mientras medicina tal vez hace efecto,joy
9048,saco                  ,anger
9049,bonito se siente mandar alv quien le tanto    ,joy
9050,veo los video chicas y tremendas ganas llorar aca e,sadness
9051,tan deli ayer en noche ando un mood increible nada,joy
9052,cara                  ,anger
9053,voy celebrar el dia del orgasmo no teniendo uno  ,joy
9054,tengo todo excepto ti            ,sadness
9055,encanta cepeda                ,joy
9056,re extrano                ,sadness
9057,p e n d e j o      ,anger
9058,en bariloche cada f menos          ,joy
9059,encanta ver mujeres increibles son toda una      ,joy
9060,chau ahora si dormir            ,joy
9061,no se porque no quiero estar con el da todo,sadness
9062,para vos pantalon tiro alto          ,anger
9063,llevo 3 horas pendeja            ,joy
9064,se mi vida le falta un perrito pero tengo mucho,sadness
9065,creo lo mejor noche fue encontrarme con mi    ,joy
9066,estoy triste porque ya no vere mi love del gym,sadness
9067,no puedo creer marcha hicieron hoy en      ,anger
9068,lio esta una quedarse sin dientes        ,anger
9069,extrano mi vida en            ,sadness
9070,en extranar gente vale huevo          ,joy
9071,quiero warner                ,sadness
9072,s b r              ,joy
9073,unas ganas comer              ,joy
9074,? yo hare despierta esta hora        ,joy
9075,en mi opinion e un pero historia amor cuentan e,joy
9076,nunca feo alguien te quiere pq seguro te iba regalar,joy
9077,encanta llegar fiesta y no ser capaz dormir    ,joy
9078,urge empiece el              ,joy
9079,extrano mi nina hermosa            ,sadness
9080,feo e despertarme asi            ,sadness
9081,siento super                ,sadness
9082,bronca manejo por mina esta          ,anger
9083,quiero el gatito              ,sadness
9084,y doy cuenta vida e triste cuando hasta mi baby,joy
9085,voy tener un              ,anger
9086,ahora si ya no inviten beber porque ya empiezan mi,sadness
9087,con cada cosa q decis y sentir mejor manera ,joy
9088,pa quedo con gente cambium los plane ultima hora  ,anger
9089,vive vida y se feliz          ,joy
9090,veces escribo mi tuits con faltas ortografia para un alma,sadness
9091,bonita e gente te en sus cosas      ,joy
9092,se va el domingo            ,sadness
9093,no hay nada ma se          ,anger
9094,despues terminan por falta ejercicio          ,sadness
9095,quiero decir extrano tortas pero hoy hace muchisima falta un,sadness
9096,pegue camisa y pantalon            ,joy
9097,quien e esa chica solo espera el momento    ,joy
9098,estoy los hasta el cono          ,joy
9099,al ser mi tercera voy bien  no he  ,joy
9100,quiero salir                ,sadness
9101,choca despertar despues estar sonando y ese sueno no sea,sadness
9102,mi tiene harta nariz y los mocos      ,anger
9103,entonces hoy dia cualquiera te quiera dano lo unico tiene,anger
9104,el se ha quedado sin los dias del    ,joy
9105,compre unos auriculare y llegan recien el 23 septiembre  ,anger
9106,no tengo mucho animo            ,sadness
9107,un dia eres joven y al otro dia te levantas,sadness
9108,e horrible extranar tanto alguien          ,sadness
9109,buena chinga no dieron ahora          ,sadness
9110,dentro 2 se presenta en lima        ,sadness
9111,estoy                  ,joy
9112,? como le digo ? como le explico dios mio,sadness
9113,no pido mas              ,joy
9114,                  ,sadness
9115,ojala                  ,sadness
9116,arrancamos bien semana              ,anger
9117,necesito una companera para salir caminar        ,sadness
9118,ya empiezo extranarte              ,sadness
9119,no saco mi carta para xq no tengo idea  ,sadness
9120,ganas empezar hacer cosas siento todo sale mal    ,sadness
9121,una chocolate para sobrevivir estos colicos        ,sadness
9122,para                  ,joy
9123,quiero salir                ,sadness
9124,no tanto q ronca            ,sadness
9125,tu un lleva y trae          ,sadness
9126,sueno                  ,sadness
9127,bueno nada ni nadie calma y sigo acostada en mi,joy
9128,ganas tener ah alguien y ir ala hoy    ,joy
9129,lindo contar con alguien en vez        ,joy
9130,no puedo iniciar el con esta        ,sadness
9131,odio hablen mal persona tiene no sean mi amistades  ,anger
9132,estas tan bueno pero tan          ,sadness
9133,no e por envidia ni nada pero son 11 pm,joy
9134,sonrie e gratis              ,joy
